AREA,TAG,DIAMETER,CALC_NOTES,PID,ISO,STRESS,SUPPORT
023A1,023A1-021902-20-LSP-10CS21-0008_01,0.75,unset,70,60,0,0
023A1,023A1-021902-20-LS-25CS22-0074_01,0.75,unset,70,60,0,0
023A1,023A1-021702-80-WE-16SS21-0009-HC_01,3,unset,70,60,0,85
023A1,023A1-021908-20-IA-10SS21-0027_01,0.75,unset,50,30,0,0
023A1,023A1-021916-15-SW1-10SS21-0170_01,0.5,unset,70,60,0,0
023A1,023A1-021916-15-SW1-10SS21-0173_01,0.5,unset,70,60,0,0
023A1,023A1-021916-15-SW1-10SS21-0174_01,0.5,unset,70,60,0,0
023A1,023A1-021916-15-SW1-10SS21-0177_01,0.5,unset,70,60,0,0
023A1,023A1-021916-15-SW1-10SS21-0176_01,0.5,unset,70,60,0,0
023A1,023A1-021916-15-SW1-10SS21-0172_01,0.5,unset,70,60,0,0
023A1,023A1-021916-15-SW1-10SS21-0175_01,0.5,unset,70,60,0,0
023A1,023A1-021916-15-SW1-10SS21-0178_01,0.5,unset,70,60,0,0
023A1,023A1-021916-15-SW1-10SS21-0179_01,0.5,unset,70,60,0,0
023A1,023A1-021916-15-SW1-10SS21-0180_01,0.5,unset,70,60,0,0
023A1,023A1-021916-15-SW1-10SS21-0181_01,0.5,unset,70,60,0,0
023A1,023A1-021916-15-SW1-10SS21-0182_01,0.5,unset,70,60,0,0
023A1,023A1-021916-15-SW1-10SS21-0183_01,0.5,unset,70,60,0,0
023A1,023A1-021916-15-SW1-10SS21-0184_01,0.5,unset,70,60,0,0
023A1,023A1-021916-15-SW1-10SS21-0185_01,0.5,unset,70,60,0,0
023A1,023A1-021916-15-SW1-10SS21-0150_01,0.5,unset,70,60,0,0
023A1,023A1-021916-15-SW1-10SS21-0186_01,0.5,unset,70,60,0,0
023A1,023A1-021916-15-SW1-10SS21-0171_01,0.5,unset,70,60,0,0
023A1,023A1-021916-50-SW1-10SS21-0041_01,2,unset,70,30,0,0
023A1,023A1-021916-50-SW1-10SS21-0006_01,2,unset,70,30,0,0
023A1,023A1-021916-50-SW1-10SS21-0194_01,2,unset,70,30,0,0
023A1,023A1-021916-25-SW1-10SS21-0039_01,2,unset,70,30,0,0
023A1,023A1-021603-15-SW1-10SS21-0009_01,0.5,unset,70,30,0,0
023A1,023A1-021603-15-SW1-10SS21-0004_01,0.5,unset,70,30,0,0
023A1,023A1-021603-15-SW1-10SS21-0010_01,0.5,unset,70,30,0,0
023A1,023A1-021000-15-SW1-10SS21-0002_01,0.5,unset,70,30,0,0
023A1,023A1-021501-15-SW1-10SS21-0001_01,0.5,unset,70,30,0,0
023A1,023A1-021501-15-SW1-10SS21-0002_01,0.5,unset,70,30,0,0
023A1,023A1-021000-15-SW1-10SS21-0001_01,0.5,unset,70,30,0,0
023A1,023A1-021601-15-SW1-10SS21-0003_01,0.5,unset,0,30,0,0
023A1,023A1-021601-15-SW1-10SS21-0004_01,0.5,unset,70,30,0,0
023A1,023A1-021603-15-SW1-10SS21-0008_01,0.5,unset,70,30,0,0
023A1,023A1-021603-15-SW1-10SS21-0007_01,0.5,unset,70,30,0,0
023A1,023A1-021903-15-SW1-10SS21-0001_01,0.5,unset,70,30,0,0
023A1,023A1-021601-15-SW1-10SS21-0002_01,0.5,unset,70,30,0,0
023A1,023A1-021604-15-SW1-10SS21-0015_01,0.5,unset,70,30,0,0
023A1,023A1-021601-15-SW1-10SS21-0007_01,0.5,unset,70,30,0,0
023A1,023A1-021402-15-SW1-10SS21-0001_01,0.5,unset,70,30,0,0
023A1,023A1-021916-25-SW1-10SS21-0143_01,1,unset,70,30,0,0
023A1,023A1-021916-15-SW1-10SS21-0222_01,0.5,unset,70,30,0,0
023A1,023A1-021916-15-SW1-10SS21-0223_01,0.5,unset,70,30,0,0
023A1,023A1-021916-15-SW1-10SS21-0224_01,0.5,unset,70,30,0,0
023A1,023A1-021916-15-SW1-10SS21-0225_01,0.5,unset,70,30,0,0
023A1,023A1-021303-15-SW1-10SS21-0001_01,0.5,unset,70,30,0,0
023A1,023A1-021303-15-SW1-10SS21-0002_01,0.5,unset,70,30,0,0
023A1,023A1-021303-15-SW1-10SS21-0003_01,0.5,unset,70,30,0,0
023A1,023A1-021303-15-SW1-10SS21-0004_01,0.5,unset,70,30,0,0
023A1,023A1-021933-600-PV-10SS21-0001_01,24,unset,70,60,60,0
023A1,023A1-021921-80-PC-10SS21-0086_01,4,unset,70,60,0,0
023A1,023A1-021902-300-LS-25CS22-0017-HC_01,12,unset,70,60,85,85
023A1,023A1-021303-80-AV-10SU21-0001_01,10,unset,70,60,0,0
023A1,023A1-021303-80-AV-10SU21-0002_01,10,unset,70,60,0,0
023A1,023A1-021303-80-AV-10SU21-0003_01,10,unset,70,60,0,0
023A1,023A1-021303-80-AV-10SU21-0004_01,10,unset,70,60,0,0
023A1,023A1-021922-50-HCW-63SS22-0001_01,2,unset,70,30,0,0
023A1,023A1-021922-50-PNW-10SS21-0002_01,2,unset,70,30,0,0
023A1,023A1-021603-150-WSS-10SS21-0046_01,6,unset,70,30,0,0
023A1,023A1-021402-300-WSS-10SS21-0010_01,6,unset,70,60,0,60
023A1,023A1-021916-25-SW1-10SS21-0207_01,2,unset,70,30,0,0
023A1,023A1-021916-50-SW1-10SS21-0203_01,2,unset,70,30,0,0
023A1,023A1-021916-15-SW1-10SS21-0230_01,2,unset,70,30,0,0
023A1,023A1-021916-20-SW1-10SS21-0100_01,2,unset,70,30,0,0
023A1,023A1-021916-20-SW1-10SS21-0202_01,2,unset,70,30,0,0
023A1,023A1-021402-15-SW1-10SS21-0005_01,2,unset,70,30,0,0
023A1,023A1-021602-15-SW1-10SS21-0001_01,2,unset,70,30,0,0
023A1,023A1-021000-50-PC-10SS21-0001_01,2,unset,70,60,0,0
023A1,023A1-021603-80-WSS-16SS21-0038_01,4,unset,70,60,0,85
023A1,023A1-021902-250-LSP-10CS21-0003-HC_01,12,unset,70,60,85,85
023A1,023A1-021403-100-WWG-10SS21-0005_01,4,unset,70,60,0,60
023A1,023A1-021403-100-WWG-10SS21-0006_01,4,unset,70,60,0,60
023A1,023A1-021302-450-WD-10SS21-0002_01,18,unset,70,60,0,60
023A1,023A1-021402-350-WWG-10SS21-0001_01,16,unset,70,60,0,60
023A1,023A1-021602-250-WSS-16SS21-0004_01,10,unset,70,60,60,60
023A1,023A1-021603-200-WSS-10SS21-0003_01,8,unset,70,30,60,60
023A1,023A1-021603-200-WSS-10SS21-0002_01,8,unset,70,30,60,60
023A1,023A1-021602-200-WSS-16SS21-0006_01,8,unset,70,60,60,60
023A1,023A1-021603-150-WSS-10SS21-0004_01,8,unset,70,60,0,60
023A1,023A1-021603-150-WSS-10SS21-0006_01,8,unset,70,60,0,60
023A1,023A1-021603-150-WSS-10SS21-0045_01,6,unset,70,60,0,60
023A1,023A1-021501-80-AV-10SU21-0001_01,6,unset,70,60,0,60
023A1,023A1-021000-200-WE-10SS21-0006_01,8,unset,70,60,85,60
023A1,023A1-021000-400-WSS-10SS21-0003_01,16,unset,70,60,0,60
023A1,023A1-021000-150-PV-10SS21-0001_01,4,unset,70,60,0,60
